height,weight,male,earn,earnk,education,walk,exercise,angry,age,earnsabove16k,angry_or_not
67,145,1,25000,25,14,7,7,0,23,1,0
62,110,1,25000,25,14,6,3,0,37,1,0
71,160,0,18000,18,10,5,7,7,29,1,1
63,130,0,30000,30,16,8,2,4,36,1,1
66,133,1,5000,5,14,8,7,3,27,0,1
69,165,1,20000,20,18,8,6,0,69,1,0
71,160,1,12000,12,6,1,2,0,40,0,0
64,180,0,0,0,12,1,7,0,65,0,0
66,125,0,10000,10,12,6,1,0,68,0,0
72,195,1,18000,18,14,8,1,2,48,1,1
62,115,0,0,0,15,8,1,0,59,0,0
65,130,0,15000,15,12,7,7,7,20,0,1
72,181,1,20000,20,12,1,1,0,26,1,0
68,150,0,31000,31,16,8,7,1,43,1,1
70,160,1,25000,25,12,4,2,0,56,1,0
64,150,1,6000,6,10,1,6,0,36,0,0
64,140,0,0,0,12,8,7,0,38,0,0
68,182,1,35000,35,12,1,1,2,70,1,1
70,150,1,12000,12,13,1,1,0,40,0,0
66,155,0,13000,13,16,3,5,0,33,0,0
67,210,0,26000,26,17,2,1,0,34,1,0
68,130,0,15000,15,11,2,2,7,31,0,1
64,140,0,30000,30,17,4,6,0,28,1,0
65,122,0,2000,2,14,8,7,0,41,0,0
70,150,1,5000,5,13,4,2,3,22,0,1
71,150,0,53000,53,14,1,1,1,26,1,1
64,127,0,0,0,12,8,7,3,36,0,1
62,102,0,2000,2,13,1,1,7,18,0,1
71,155,1,25000,25,17,2,7,1,29,1,1
74,185,1,5000,5,12,8,7,0,18,0,0
64,105,0,21000,21,13,4,1,1,27,1,1
70,130,0,17000,17,15,7,6,1,27,1,1
73,155,1,5000,5,16,7,7,0,22,0,0
64,135,0,12000,12,13,5,2,2,37,0,1
70,230,1,42000,42,14,4,1,0,44,1,0
74,205,1,21000,21,12,1,7,4,33,1,1
63,170,0,6000,6,12,8,1,0,65,0,0
59,107,0,0,0,12,2,1,5,46,0,1
74,190,1,25000,25,14,1,5,0,24,1,0
66,119,0,3000,3,14,6,3,0,19,0,0
65,150,0,3600,3.6,15,7,1,0,67,0,0
71,155,1,4000,4,12,8,7,4,19,0,1
69,160,1,20000,20,14,8,5,0,58,1,0
72,160,1,45000,45,18,1,4,0,38,1,0
70,165,1,136500,136.5,16,6,4,0,51,1,0
60,220,1,52000,52,15,4,2,0,50,1,0
64,130,0,60000,60,12,4,2,1,43,1,1
64,122,0,15000,15,13,5,4,7,41,0,1
72,190,1,90000,90,16,8,7,0,50,1,0
63,160,0,35000,35,12,8,1,2,38,1,1
72,156,1,25000,25,13,1,6,3,19,1,1
66,185,1,15000,15,12,1,1,1,76,0,1
61,180,0,26000,26,14,7,1,2,65,1,1
62,150,0,0,0,13,5,1,7,32,0,1
69,140,1,2000,2,12,8,7,0,21,0,0
67,145,0,16000,16,12,8,1,0,61,0,0
65,130,0,24000,24,11,1,1,4,27,1,1
68,172,1,15000,15,16,4,5,0,28,0,0
74,170,1,42000,42,17,8,3,0,43,1,0
63,150,0,0,0,15,8,7,0,48,0,0
65,135,0,10000,10,12,1,5,7,43,0,1
71,220,1,17000,17,13,7,6,0,36,1,0
65,120,0,0,0,16,5,3,2,22,0,1
69,160,0,32000,32,17,2,1,0,37,1,0
64,135,0,36000,36,17,2,7,0,34,1,0
72,190,1,10000,10,13,8,7,0,20,0,0
63,130,0,20000,20,15,8,5,5,29,1,1
65,110,0,24000,24,12,7,2,1,29,1,1
72,180,1,17000,17,12,8,1,2,32,1,1
65,137,0,23000,23,14,5,3,0,48,1,0
64,125,0,25000,25,12,4,2,2,33,1,1
71,200,1,50000,50,12,4,2,0,50,1,0
63,145,0,0,0,14,8,7,2,39,0,1
62,120,0,20000,20,12,1,2,7,30,1,1
66,145,0,30000,30,16,2,7,0,33,1,0
64,190,0,7000,7,10,2,1,0,39,0,0
67,120,1,7000,7,10,7,3,0,78,0,0
68,185,1,30000,30,11,6,7,2,32,1,1
66,130,0,3000,3,12,1,6,0,24,0,0
66,145,0,20000,20,14,8,1,0,43,1,0
66,139,0,40000,40,16,7,1,0,59,1,0
67,150,1,10000,10,12,7,1,0,77,0,0
66,240,1,16000,16,12,8,7,0,37,0,0
63,225,0,11000,11,9,3,1,2,51,0,1
68,175,0,16000,16,13,2,1,3,43,0,1
70,185,1,18000,18,12,4,5,0,27,1,0
63,115,0,12000,12,16,8,7,0,26,0,0
70,170,1,4000,4,14,7,5,7,21,0,1
72,195,1,60000,60,12,1,1,1,45,1,1
75,180,1,43000,43,17,8,7,0,40,1,0
62,180,0,31000,31,14,8,1,2,39,1,1
68,150,0,50000,50,17,7,4,2,39,1,1
68,165,0,27000,27,14,7,1,0,29,1,0
70,158,1,30000,30,17,8,1,0,56,1,0
73,195,1,12000,12,13,8,7,1,21,0,1
66,160,1,136500,136.5,18,8,7,0,49,1,0
69,124,0,0,0,16,1,4,4,39,0,1
62,140,0,20000,20,17,7,1,2,30,1,1
60,120,0,15000,15,12,1,1,0,76,0,0
64,150,0,25000,25,16,4,1,0,37,1,0
68,190,1,5000,5,12,1,1,4,21,0,1
60,125,0,2000,2,6,8,1,0,67,0,0
60,140,0,5000,5,14,8,7,0,68,0,0
73,170,1,3000,3,15,8,6,1,20,0,1
64,138,0,25000,25,16,2,2,1,40,1,1
66,130,0,110000,110,18,8,1,1,48,1,1
69,155,1,55000,55,18,4,1,0,71,1,0
70,170,1,58000,58,18,8,1,1,53,1,1
70,165,0,10000,10,16,1,6,6,36,0,1
72,165,1,19000,19,12,8,2,0,29,1,0
61,120,0,15000,15,18,6,1,0,82,0,0
64,130,0,8000,8,12,1,1,7,33,0,1
72,194,1,60000,60,12,2,1,0,50,1,0
63,155,0,15000,15,14,6,1,2,69,0,1
68,150,1,6000,6,12,1,6,2,27,0,1
